,GROUP,SURVEY,SP,ID,PURPOSE,FIRST,TICKET,WHO,LUGGAGE,AGE,MALE,INCOME,GA,ORIGIN,DEST,TRAIN_AV,CAR_AV,SM_AV,TRAIN_TT,TRAIN_CO,TRAIN_HE,SM_TT,SM_CO,SM_HE,SM_SEATS,CAR_TT,CAR_CO,CHOICE
8912,3,1,1,991,1,0,1,1,1,3,1,2,0,22,2,1,1,1,103,30,60,38,43,30,0,91,36,3
8913,3,1,1,991,1,0,1,1,1,3,1,2,0,22,2,1,1,1,82,25,30,34,38,20,0,56,36,3
8914,3,1,1,991,1,0,1,1,1,3,1,2,0,22,2,1,1,1,103,22,60,34,26,20,0,70,58,3
8910,3,1,1,991,1,0,1,1,1,3,1,2,0,22,2,1,1,1,89,30,120,34,38,20,0,91,45,3
8916,3,1,1,991,1,0,1,1,1,3,1,2,0,22,2,1,1,1,82,30,120,38,43,10,0,56,45,3
8917,3,1,1,991,1,0,1,1,1,3,1,2,0,22,2,1,1,1,82,22,30,38,28,30,0,70,45,3
8918,3,1,1,991,1,0,1,1,1,3,1,2,0,22,2,1,1,1,103,25,60,31,32,10,0,56,45,3
8915,3,1,1,991,1,0,1,1,1,3,1,2,0,22,2,1,1,1,89,22,120,31,34,10,0,70,36,3
4526,3,1,1,503,1,1,3,2,0,4,1,3,0,22,19,1,1,1,191,170,30,140,189,20,0,130,104,3
4525,3,1,1,503,1,1,3,2,0,4,1,3,0,22,19,1,1,1,172,142,120,133,153,20,0,130,104,3
4524,3,1,1,503,1,1,3,2,0,4,1,3,0,22,19,1,1,1,172,170,60,136,169,10,0,130,64,3
4522,3,1,1,503,1,1,3,2,0,4,1,3,0,22,19,1,1,1,191,142,120,140,147,30,0,104,104,3
4521,3,1,1,503,1,1,3,2,0,4,1,3,0,22,19,1,1,1,191,128,60,140,142,10,0,169,104,2
4523,3,1,1,503,1,1,3,2,0,4,1,3,0,22,19,1,1,1,172,142,60,140,147,20,0,169,80,2
4518,3,1,1,503,1,1,3,2,0,4,1,3,0,22,19,1,1,1,229,170,120,133,167,30,0,130,80,3
4520,3,1,1,503,1,1,3,2,0,4,1,3,0,22,19,1,1,1,229,128,120,140,142,20,0,104,64,3
4519,3,1,1,503,1,1,3,2,0,4,1,3,0,22,19,1,1,1,172,128,120,136,142,30,0,169,64,2
5943,3,1,1,661,1,1,1,0,0,3,1,0,0,25,17,1,1,1,283,110,60,109,137,10,0,351,221,2
5941,3,1,1,661,1,1,1,0,0,3,1,0,0,25,17,1,1,1,257,110,120,95,133,30,0,351,136,2
5940,3,1,1,661,1,1,1,0,0,3,1,0,0,25,17,1,1,1,336,146,120,84,165,30,0,270,170,2
5944,3,1,1,661,1,1,1,0,0,3,1,0,0,25,17,1,1,1,283,122,120,109,140,30,0,216,221,2
5948,3,1,1,661,1,1,1,0,0,3,1,0,0,25,17,1,1,1,283,146,30,109,207,20,0,270,221,2
5945,3,1,1,661,1,1,1,0,0,3,1,0,0,25,17,1,1,1,257,122,60,109,140,20,0,351,170,2
5946,3,1,1,661,1,1,1,0,0,3,1,0,0,25,17,1,1,1,257,146,60,95,174,10,0,270,136,2
5947,3,1,1,661,1,1,1,0,0,3,1,0,0,25,17,1,1,1,257,122,120,84,150,20,0,270,221,2
5942,3,1,1,661,1,1,1,0,0,3,1,0,0,25,17,1,1,1,336,110,120,109,137,20,0,216,136,2
9250,3,1,1,1028,1,0,3,1,0,2,1,2,0,25,22,1,1,1,51,30,30,32,38,30,0,40,30,3
9251,3,1,1,1028,1,0,3,1,0,2,1,2,0,25,22,1,1,1,61,33,60,28,42,10,0,32,30,3
9247,3,1,1,1028,1,0,3,1,0,2,1,2,0,25,22,1,1,1,61,30,60,30,37,20,0,40,39,2
9246,3,1,1,1028,1,0,3,1,0,2,1,2,0,25,22,1,1,1,51,33,30,30,52,20,0,32,24,3
9245,3,1,1,1028,1,0,3,1,0,2,1,2,0,25,22,1,1,1,61,40,60,32,62,30,0,52,24,3
9244,3,1,1,1028,1,0,3,1,0,2,1,2,0,25,22,1,1,1,51,40,30,28,45,10,0,52,39,2
9243,3,1,1,1028,1,0,3,1,0,2,1,2,0,25,22,1,1,1,54,40,120,30,50,20,0,52,30,3
9248,3,1,1,1028,1,0,3,1,0,2,1,2,0,25,22,1,1,1,54,30,120,28,45,10,0,40,24,3
9249,3,1,1,1028,1,0,3,1,0,2,1,2,0,25,22,1,1,1,51,40,120,32,62,10,0,32,30,3
2767,2,0,1,308,1,0,6,1,1,2,1,1,1,2,25,1,0,1,125,2600,120,55,3120,30,0,0,0,1
2768,2,0,1,308,1,0,6,1,1,2,1,1,1,2,25,1,0,1,114,2600,60,55,3120,20,1,0,0,1
2769,2,0,1,308,1,0,6,1,1,2,1,1,1,2,25,1,0,1,114,3120,60,49,3380,10,1,0,0,2
2770,2,0,1,308,1,0,6,1,1,2,1,1,1,2,25,1,0,1,114,2600,120,44,3380,20,0,0,0,1
2771,2,0,1,308,1,0,6,1,1,2,1,1,1,2,25,1,0,1,125,3120,30,55,4160,20,1,0,0,1
2763,2,0,1,308,1,0,6,1,1,2,1,1,1,2,25,1,0,1,146,3120,120,44,3120,30,1,0,0,2
2764,2,0,1,308,1,0,6,1,1,2,1,1,1,2,25,1,0,1,114,2340,120,49,3120,30,0,0,0,1
2766,2,0,1,308,1,0,6,1,1,2,1,1,1,2,25,1,0,1,125,2340,60,55,3380,10,0,0,0,1
2765,2,0,1,308,1,0,6,1,1,2,1,1,1,2,25,1,0,1,146,2340,120,55,3380,20,1,0,0,1
7302,3,1,1,812,1,1,1,3,1,2,1,2,0,1,22,1,1,1,150,88,30,56,122,20,0,136,84,3
7305,3,1,1,812,1,1,1,3,1,2,1,2,0,1,22,1,1,1,150,106,120,64,140,10,0,136,105,3
7304,3,1,1,812,1,1,1,3,1,2,1,2,0,1,22,1,1,1,164,79,120,50,112,10,0,170,84,3
7299,3,1,1,812,1,1,1,3,1,2,1,2,0,1,22,1,1,1,164,106,120,56,118,20,0,221,105,2
7303,3,1,1,812,1,1,1,3,1,2,1,2,0,1,22,1,1,1,193,79,60,56,90,20,0,170,136,2
7306,3,1,1,812,1,1,1,3,1,2,1,2,0,1,22,1,1,1,150,79,30,64,97,30,0,170,105,2
7300,3,1,1,812,1,1,1,3,1,2,1,2,0,1,22,1,1,1,150,106,30,50,112,10,0,221,136,2
7301,3,1,1,812,1,1,1,3,1,2,1,2,0,1,22,1,1,1,193,106,60,64,140,30,0,221,84,3
7307,3,1,1,812,1,1,1,3,1,2,1,2,0,1,22,1,1,1,193,88,60,50,105,10,0,136,105,2
2507,2,0,1,279,1,0,3,1,3,1,1,4,0,25,1,1,0,1,190,123,60,89,139,20,1,0,0,2
2502,2,0,1,279,1,0,3,1,3,1,1,4,0,25,1,1,0,1,244,148,120,71,161,30,1,0,0,2
2510,2,0,1,279,1,0,3,1,3,1,1,4,0,25,1,1,0,1,208,148,30,89,198,20,1,0,0,2
2509,2,0,1,279,1,0,3,1,3,1,1,4,0,25,1,1,0,1,190,123,120,71,144,20,0,0,0,2
2508,2,0,1,279,1,0,3,1,3,1,1,4,0,25,1,1,0,1,190,148,60,79,165,10,1,0,0,2
2506,2,0,1,279,1,0,3,1,3,1,1,4,0,25,1,1,0,1,208,123,120,89,139,30,0,0,0,2
2505,2,0,1,279,1,0,3,1,3,1,1,4,0,25,1,1,0,1,208,111,60,89,132,10,0,0,0,1
2504,2,0,1,279,1,0,3,1,3,1,1,4,0,25,1,1,0,1,244,111,120,89,132,20,1,0,0,2
2503,2,0,1,279,1,0,3,1,3,1,1,4,0,25,1,1,0,1,190,111,120,79,128,30,0,0,0,2
1377,2,0,1,154,1,0,6,3,1,2,0,1,1,25,22,1,1,1,51,2600,30,22,3120,10,0,50,20,2
1378,2,0,1,154,1,0,6,3,1,2,0,1,1,25,22,1,1,1,51,2340,30,18,4160,20,0,65,25,2
1379,2,0,1,154,1,0,6,3,1,2,0,1,1,25,22,1,1,1,51,2600,120,20,4160,10,1,65,32,2
1380,2,0,1,154,1,0,6,3,1,2,0,1,1,25,22,1,1,1,41,2340,60,18,4160,30,1,40,32,2
1382,2,0,1,154,1,0,6,3,1,2,0,1,1,25,22,1,1,1,44,3120,60,18,3120,20,0,40,20,2
1383,2,0,1,154,1,0,6,3,1,2,0,1,1,25,22,1,1,1,44,2340,30,20,3120,10,1,40,25,2
1384,2,0,1,154,1,0,6,3,1,2,0,1,1,25,22,1,1,1,44,2600,60,20,4160,30,0,50,25,2
1385,2,0,1,154,1,0,6,3,1,2,0,1,1,25,22,1,1,1,51,3120,30,20,3380,30,0,40,32,2
1381,2,0,1,154,1,0,6,3,1,2,0,1,1,25,22,1,1,1,44,2600,30,18,3380,30,1,65,20,2
4852,3,1,1,540,1,1,6,1,1,3,1,3,0,9,10,1,1,1,155,17,120,129,23,30,0,169,64,2
4859,3,1,1,540,1,1,6,1,1,3,1,3,0,9,10,1,1,1,172,23,30,133,31,20,0,130,104,2
4858,3,1,1,540,1,1,6,1,1,3,1,3,0,9,10,1,1,1,155,19,120,126,25,20,0,130,104,2
4857,3,1,1,540,1,1,6,1,1,3,1,3,0,9,10,1,1,1,155,23,60,129,25,10,0,130,64,2
4856,3,1,1,540,1,1,6,1,1,3,1,3,0,9,10,1,1,1,155,19,60,133,23,20,0,169,80,2
4855,3,1,1,540,1,1,6,1,1,3,1,3,0,9,10,1,1,1,172,19,120,133,23,30,0,104,104,3
4854,3,1,1,540,1,1,6,1,1,3,1,3,0,9,10,1,1,1,172,17,60,133,25,10,0,169,104,2
4853,3,1,1,540,1,1,6,1,1,3,1,3,0,9,10,1,1,1,206,17,120,133,25,20,0,104,64,3
4851,3,1,1,540,1,1,6,1,1,3,1,3,0,9,10,1,1,1,206,23,120,126,23,30,0,130,80,2
10099,3,1,1,1123,1,1,1,1,0,4,1,3,0,25,18,1,1,1,475,131,120,396,146,30,0,429,176,3
10102,3,1,1,1123,1,1,1,1,0,4,1,3,0,25,18,1,1,1,525,146,120,406,161,30,0,264,286,2
10100,3,1,1,1123,1,1,1,1,0,4,1,3,0,25,18,1,1,1,626,131,120,406,155,20,0,264,176,3
10101,3,1,1,1123,1,1,1,1,0,4,1,3,0,25,18,1,1,1,525,131,60,406,155,10,0,429,286,2
10103,3,1,1,1123,1,1,1,1,0,4,1,3,0,25,18,1,1,1,475,146,60,406,161,20,0,429,220,1
10104,3,1,1,1123,1,1,1,1,0,4,1,3,0,25,18,1,1,1,475,175,60,396,196,10,0,330,176,3
10105,3,1,1,1123,1,1,1,1,0,4,1,3,0,25,18,1,1,1,475,146,120,388,168,20,0,330,286,2
10098,3,1,1,1123,1,1,1,1,0,4,1,3,0,25,18,1,1,1,626,175,120,388,187,30,0,330,220,3
10106,3,1,1,1123,1,1,1,1,0,4,1,3,0,25,18,1,1,1,525,175,30,406,221,20,0,330,286,1
5851,3,1,1,651,1,0,3,3,0,4,1,2,0,25,1,1,1,1,182,148,30,63,156,10,0,273,201,3
5857,3,1,1,651,1,0,3,3,0,4,1,2,0,25,1,1,1,1,182,111,30,81,132,30,0,210,155,3
5856,3,1,1,651,1,0,3,3,0,4,1,2,0,25,1,1,1,1,182,148,120,81,198,10,0,168,155,3
5855,3,1,1,651,1,0,3,3,0,4,1,2,0,25,1,1,1,1,200,111,120,63,156,10,0,210,124,3
5854,3,1,1,651,1,0,3,3,0,4,1,2,0,25,1,1,1,1,236,111,60,71,128,20,0,210,201,3
5853,3,1,1,651,1,0,3,3,0,4,1,2,0,25,1,1,1,1,182,123,30,71,172,20,0,168,124,3
5852,3,1,1,651,1,0,3,3,0,4,1,2,0,25,1,1,1,1,236,148,60,81,198,30,0,273,124,3
5850,3,1,1,651,1,0,3,3,0,4,1,2,0,25,1,1,1,1,200,148,120,71,165,20,0,273,155,3
5858,3,1,1,651,1,0,3,3,0,4,1,2,0,25,1,1,1,1,236,123,60,63,144,10,0,168,155,2
3690,2,0,1,411,1,1,1,2,1,4,1,3,0,2,15,1,1,1,179,101,120,66,118,20,0,182,90,2
3694,2,0,1,411,1,1,1,2,1,4,1,3,0,2,15,1,1,1,210,76,60,66,90,20,0,140,117,2
3697,2,0,1,411,1,1,1,2,1,4,1,3,0,2,15,1,1,1,164,76,30,74,94,30,0,140,90,2
3693,2,0,1,411,1,1,1,2,1,4,1,3,0,2,15,1,1,1,164,84,30,66,118,20,0,112,72,2
3692,2,0,1,411,1,1,1,2,1,4,1,3,0,2,15,1,1,1,210,101,60,74,137,30,0,182,72,2
3691,2,0,1,411,1,1,1,2,1,4,1,3,0,2,15,1,1,1,164,101,30,60,109,10,0,182,117,2
3695,2,0,1,411,1,1,1,2,1,4,1,3,0,2,15,1,1,1,179,76,120,60,109,10,0,140,72,2
3696,2,0,1,411,1,1,1,2,1,4,1,3,0,2,15,1,1,1,164,101,120,74,137,10,0,112,90,2
3698,2,0,1,411,1,1,1,2,1,4,1,3,0,2,15,1,1,1,210,84,60,60,105,10,0,112,90,2
9019,3,1,1,1003,1,0,1,1,1,4,1,4,0,1,2,1,1,1,124,52,30,80,53,10,0,143,104,3
9026,3,1,1,1003,1,0,1,1,1,4,1,4,0,1,2,1,1,1,166,43,60,80,49,10,0,88,80,3
9025,3,1,1,1003,1,0,1,1,1,4,1,4,0,1,2,1,1,1,124,39,30,87,46,30,0,110,80,3
9024,3,1,1,1003,1,0,1,1,1,4,1,4,0,1,2,1,1,1,124,52,120,87,64,10,0,88,80,3
9023,3,1,1,1003,1,0,1,1,1,4,1,4,0,1,2,1,1,1,138,39,120,80,52,10,0,110,64,3
9022,3,1,1,1003,1,0,1,1,1,4,1,4,0,1,2,1,1,1,166,39,60,83,45,20,0,110,104,2
9021,3,1,1,1003,1,0,1,1,1,4,1,4,0,1,2,1,1,1,124,43,30,83,54,20,0,88,64,3
9020,3,1,1,1003,1,0,1,1,1,4,1,4,0,1,2,1,1,1,166,52,60,87,64,30,0,143,64,3
9018,3,1,1,1003,1,0,1,1,1,4,1,4,0,1,2,1,1,1,138,52,120,83,56,20,0,143,80,3
8898,3,1,1,989,1,0,1,1,1,3,1,2,0,2,1,1,1,1,158,46,60,113,56,20,0,88,52,3
8896,3,1,1,989,1,0,1,1,1,3,1,2,0,2,1,1,1,1,158,38,30,113,52,30,0,143,52,2
8895,3,1,1,989,1,0,1,1,1,3,1,2,0,2,1,1,1,1,142,34,60,113,53,30,0,88,84,3
8894,3,1,1,989,1,0,1,1,1,3,1,2,0,2,1,1,1,1,190,34,30,113,53,20,0,143,65,2
8897,3,1,1,989,1,0,1,1,1,3,1,2,0,2,1,1,1,1,158,34,30,116,46,10,0,88,65,2
8892,3,1,1,989,1,0,1,1,1,3,1,2,0,2,1,1,1,1,190,38,30,120,49,10,0,110,52,3
8899,3,1,1,989,1,0,1,1,1,3,1,2,0,2,1,1,1,1,190,46,30,116,58,30,0,88,84,2
8893,3,1,1,989,1,0,1,1,1,3,1,2,0,2,1,1,1,1,190,38,120,116,57,10,0,143,84,2
8900,3,1,1,989,1,0,1,1,1,3,1,2,0,2,1,1,1,1,158,38,60,116,57,30,0,110,65,1
6632,3,1,1,737,1,1,1,2,0,4,1,3,0,25,11,1,1,1,201,101,30,131,122,20,0,170,156,1
6631,3,1,1,737,1,1,1,2,0,4,1,3,0,25,11,1,1,1,186,84,120,120,94,20,0,170,156,2
6625,3,1,1,737,1,1,1,2,0,4,1,3,0,25,11,1,1,1,186,76,120,125,84,30,0,221,96,2
6630,3,1,1,737,1,1,1,2,0,4,1,3,0,25,11,1,1,1,186,101,60,125,109,10,0,170,96,2
6629,3,1,1,737,1,1,1,2,0,4,1,3,0,25,11,1,1,1,186,84,60,131,90,20,0,221,120,2
6628,3,1,1,737,1,1,1,2,0,4,1,3,0,25,11,1,1,1,201,84,120,131,90,30,0,136,156,3
6627,3,1,1,737,1,1,1,2,0,4,1,3,0,25,11,1,1,1,201,76,60,131,88,10,0,221,156,2
6626,3,1,1,737,1,1,1,2,0,4,1,3,0,25,11,1,1,1,231,76,120,131,88,20,0,136,96,2
6624,3,1,1,737,1,1,1,2,0,4,1,3,0,25,11,1,1,1,231,101,120,120,105,30,0,170,120,2
5542,3,1,1,616,1,0,3,2,0,2,1,2,0,22,17,1,1,1,224,115,30,92,144,30,0,220,135,2
5543,3,1,1,616,1,0,3,2,0,2,1,2,0,22,17,1,1,1,292,128,60,71,156,10,0,176,135,2
5540,3,1,1,616,1,0,3,2,0,2,1,2,0,22,17,1,1,1,247,115,120,71,165,10,0,220,108,3
5539,3,1,1,616,1,0,3,2,0,2,1,2,0,22,17,1,1,1,292,115,60,80,132,20,0,220,175,2
5538,3,1,1,616,1,0,3,2,0,2,1,2,0,22,17,1,1,1,224,128,30,80,182,20,0,176,108,3
5537,3,1,1,616,1,0,3,2,0,2,1,2,0,22,17,1,1,1,292,154,60,92,210,30,0,286,108,3
5536,3,1,1,616,1,0,3,2,0,2,1,2,0,22,17,1,1,1,224,154,30,71,165,10,0,286,175,2
5535,3,1,1,616,1,0,3,2,0,2,1,2,0,22,17,1,1,1,247,154,120,80,177,20,0,286,135,2
5541,3,1,1,616,1,0,3,2,0,2,1,2,0,22,17,1,1,1,224,154,120,92,210,10,0,176,135,3
4527,3,1,1,504,1,1,3,2,0,3,1,3,0,25,12,1,1,1,230,217,120,112,218,30,0,170,110,3
4528,3,1,1,504,1,1,3,2,0,3,1,3,0,25,12,1,1,1,175,163,120,117,181,30,0,221,88,2
4529,3,1,1,504,1,1,3,2,0,3,1,3,0,25,12,1,1,1,230,163,120,123,184,20,0,136,88,3
4533,3,1,1,504,1,1,3,2,0,3,1,3,0,25,12,1,1,1,175,217,60,117,225,10,0,170,88,3
4531,3,1,1,504,1,1,3,2,0,3,1,3,0,25,12,1,1,1,193,181,120,123,194,30,0,136,143,3
4532,3,1,1,504,1,1,3,2,0,3,1,3,0,25,12,1,1,1,175,181,60,123,194,20,0,221,110,2
4534,3,1,1,504,1,1,3,2,0,3,1,3,0,25,12,1,1,1,175,181,120,112,198,20,0,170,143,2
4530,3,1,1,504,1,1,3,2,0,3,1,3,0,25,12,1,1,1,193,163,60,123,184,10,0,221,143,2
4535,3,1,1,504,1,1,3,2,0,3,1,3,0,25,12,1,1,1,193,217,30,123,254,20,0,170,143,3
2343,2,0,1,261,1,0,1,1,3,4,1,1,0,25,22,1,0,1,64,14,60,42,19,10,0,0,0,1
2342,2,0,1,261,1,0,1,1,3,4,1,1,0,25,22,1,0,1,61,14,120,40,18,30,0,0,0,2
2341,2,0,1,261,1,0,1,1,3,4,1,1,0,25,22,1,0,1,71,14,120,42,19,20,1,0,0,2
2340,2,0,1,261,1,0,1,1,3,4,1,1,0,25,22,1,0,1,71,19,120,38,22,30,1,0,0,2
2348,2,0,1,261,1,0,1,1,3,4,1,1,0,25,22,1,0,1,61,16,120,38,21,20,0,0,0,2
2347,2,0,1,261,1,0,1,1,3,4,1,1,0,25,22,1,0,1,64,19,30,42,31,20,1,0,0,2
2346,2,0,1,261,1,0,1,1,3,4,1,1,0,25,22,1,0,1,61,19,60,40,25,10,1,0,0,2
2345,2,0,1,261,1,0,1,1,3,4,1,1,0,25,22,1,0,1,61,16,60,42,20,20,1,0,0,2
2344,2,0,1,261,1,0,1,1,3,4,1,1,0,25,22,1,0,1,64,16,120,42,20,30,0,0,0,2
1116,2,0,1,125,1,0,3,1,1,2,1,1,0,19,2,1,1,1,125,100,120,70,108,20,0,117,50,2
1124,2,0,1,125,1,0,3,1,1,2,1,1,0,19,2,1,1,1,146,83,60,67,95,10,0,72,50,1
1117,2,0,1,125,1,0,3,1,1,2,1,1,0,19,2,1,1,1,114,100,30,67,103,10,0,117,65,2
1123,2,0,1,125,1,0,3,1,1,2,1,1,0,19,2,1,1,1,114,75,30,74,90,30,0,90,50,1
1122,2,0,1,125,1,0,3,1,1,2,1,1,0,19,2,1,1,1,114,100,120,74,123,10,0,72,50,1
1121,2,0,1,125,1,0,3,1,1,2,1,1,0,19,2,1,1,1,125,75,120,67,99,10,0,90,40,1
1120,2,0,1,125,1,0,3,1,1,2,1,1,0,19,2,1,1,1,146,75,60,70,86,20,0,90,65,2
1119,2,0,1,125,1,0,3,1,1,2,1,1,0,19,2,1,1,1,114,83,30,70,108,20,0,72,40,1
1118,2,0,1,125,1,0,3,1,1,2,1,1,0,19,2,1,1,1,146,100,60,74,123,30,0,117,40,2
3395,2,0,1,378,1,1,6,1,1,4,1,3,1,15,2,1,1,1,167,5040,30,66,5040,10,0,182,117,2
3394,2,0,1,378,1,1,6,1,1,4,1,3,1,15,2,1,1,1,221,5040,60,80,6720,30,0,182,72,1
3399,2,0,1,378,1,1,6,1,1,4,1,3,1,15,2,1,1,1,185,3780,120,66,6720,10,0,140,72,1
3398,2,0,1,378,1,1,6,1,1,4,1,3,1,15,2,1,1,1,167,5040,120,80,6720,10,0,112,90,1
3397,2,0,1,378,1,1,6,1,1,4,1,3,1,15,2,1,1,1,221,3780,60,72,5040,20,0,140,117,1
3396,2,0,1,378,1,1,6,1,1,4,1,3,1,15,2,1,1,1,167,4200,30,72,6720,20,0,112,72,1
3401,2,0,1,378,1,1,6,1,1,4,1,3,1,15,2,1,1,1,167,3780,30,80,5460,30,0,140,90,1
3400,2,0,1,378,1,1,6,1,1,4,1,3,1,15,2,1,1,1,221,4200,60,66,5460,10,0,112,90,1
3393,2,0,1,378,1,1,6,1,1,4,1,3,1,15,2,1,1,1,185,5040,120,72,5460,20,0,182,90,2
5232,3,1,1,582,1,0,1,2,1,4,1,2,0,22,1,1,1,1,164,47,60,64,57,10,0,221,123,2
5229,3,1,1,582,1,0,1,2,1,4,1,2,0,22,1,1,1,1,193,62,120,50,66,30,0,170,95,2
5230,3,1,1,582,1,0,1,2,1,4,1,2,0,22,1,1,1,1,150,47,120,56,53,30,0,221,76,2
5237,3,1,1,582,1,0,1,2,1,4,1,2,0,22,1,1,1,1,164,62,30,64,82,20,0,170,123,2
5231,3,1,1,582,1,0,1,2,1,4,1,2,0,22,1,1,1,1,193,47,120,64,57,20,0,136,76,2
5235,3,1,1,582,1,0,1,2,1,4,1,2,0,22,1,1,1,1,150,62,60,56,70,10,0,170,76,2
5233,3,1,1,582,1,0,1,2,1,4,1,2,0,22,1,1,1,1,164,52,120,64,57,30,0,136,123,2
5234,3,1,1,582,1,0,1,2,1,4,1,2,0,22,1,1,1,1,150,52,60,64,57,20,0,221,95,2
5236,3,1,1,582,1,0,1,2,1,4,1,2,0,22,1,1,1,1,150,52,120,50,62,20,0,170,123,2
10691,3,1,1,1188,1,1,6,1,1,3,1,2,0,1,10,1,1,1,153,19,60,112,31,30,0,120,75,2
10690,3,1,1,1188,1,1,6,1,1,3,1,2,0,1,10,1,1,1,180,23,30,112,25,30,0,96,97,2
10689,3,1,1,1188,1,1,6,1,1,3,1,2,0,1,10,1,1,1,153,23,60,109,23,20,0,96,60,3
10688,3,1,1,1188,1,1,6,1,1,3,1,2,0,1,10,1,1,1,153,17,30,112,23,10,0,96,75,3
10687,3,1,1,1188,1,1,6,1,1,3,1,2,0,1,10,1,1,1,153,19,30,109,25,30,0,156,60,2
10686,3,1,1,1188,1,1,6,1,1,3,1,2,0,1,10,1,1,1,140,17,60,109,31,30,0,96,97,3
10685,3,1,1,1188,1,1,6,1,1,3,1,2,0,1,10,1,1,1,180,17,30,109,31,20,0,156,75,2
10683,3,1,1,1188,1,1,6,1,1,3,1,2,0,1,10,1,1,1,180,19,30,116,23,10,0,120,60,3
10684,3,1,1,1188,1,1,6,1,1,3,1,2,0,1,10,1,1,1,180,19,120,112,31,10,0,156,97,3
2074,2,0,1,231,1,0,1,1,1,2,0,1,0,25,2,1,1,1,122,40,30,41,46,30,1,143,52,2
2078,2,0,1,231,1,0,1,1,1,2,0,1,0,25,2,1,1,1,122,40,60,46,53,30,0,110,65,1
2077,2,0,1,231,1,0,1,1,1,2,0,1,0,25,2,1,1,1,143,48,30,46,53,30,0,88,84,2
2076,2,0,1,231,1,0,1,1,1,2,0,1,0,25,2,1,1,1,122,48,60,41,50,20,0,88,52,2
2070,2,0,1,231,1,0,1,1,1,2,0,1,0,25,2,1,1,1,143,40,30,52,45,10,0,110,52,2
2071,2,0,1,231,1,0,1,1,1,2,0,1,0,25,2,1,1,1,143,40,120,46,53,10,1,143,84,1
2072,2,0,1,231,1,0,1,1,1,2,0,1,0,25,2,1,1,1,143,36,30,41,50,20,0,143,65,1
2075,2,0,1,231,1,0,1,1,1,2,0,1,0,25,2,1,1,1,122,36,30,46,42,10,1,88,65,2
2073,2,0,1,231,1,0,1,1,1,2,0,1,0,25,2,1,1,1,111,36,60,41,50,30,1,88,84,1
8069,3,1,1,897,1,1,3,2,1,2,1,2,0,19,22,1,1,1,164,138,30,109,153,10,0,120,90,3
8065,3,1,1,897,1,1,3,2,1,2,1,2,0,19,22,1,1,1,195,153,120,109,181,10,0,195,117,2
8066,3,1,1,897,1,1,3,2,1,2,1,2,0,19,22,1,1,1,195,138,30,106,167,20,0,195,90,2
8067,3,1,1,897,1,1,3,2,1,2,1,2,0,19,22,1,1,1,149,138,60,106,167,30,0,120,117,3
8068,3,1,1,897,1,1,3,2,1,2,1,2,0,19,22,1,1,1,164,153,30,106,167,30,0,195,72,2
8072,3,1,1,897,1,1,3,2,1,2,1,2,0,19,22,1,1,1,164,153,60,109,181,30,0,150,90,3
8070,3,1,1,897,1,1,3,2,1,2,1,2,0,19,22,1,1,1,164,184,60,106,181,20,0,120,72,3
8071,3,1,1,897,1,1,3,2,1,2,1,2,0,19,22,1,1,1,195,184,30,109,184,30,0,120,117,3
8064,3,1,1,897,1,1,3,2,1,2,1,2,0,19,22,1,1,1,195,153,30,113,162,10,0,150,72,3
776,2,0,1,87,1,1,5,2,1,2,1,2,0,20,2,1,1,1,164,83,30,126,133,20,0,112,68,1
778,2,0,1,87,1,1,5,2,1,2,1,2,0,20,2,1,1,1,214,75,60,126,100,20,0,140,110,2
777,2,0,1,87,1,1,5,2,1,2,1,2,0,20,2,1,1,1,214,100,60,130,133,30,0,182,68,2
780,2,0,1,87,1,1,5,2,1,2,1,2,0,20,2,1,1,1,164,100,120,130,133,10,0,112,85,2
781,2,0,1,87,1,1,5,2,1,2,1,2,0,20,2,1,1,1,164,75,30,130,108,30,0,140,85,1
782,2,0,1,87,1,1,5,2,1,2,1,2,0,20,2,1,1,1,214,83,60,123,108,10,0,112,85,2
774,2,0,1,87,1,1,5,2,1,2,1,2,0,20,2,1,1,1,181,100,120,126,108,20,0,182,85,2
779,2,0,1,87,1,1,5,2,1,2,1,2,0,20,2,1,1,1,181,75,120,123,133,10,0,140,68,3
775,2,0,1,87,1,1,5,2,1,2,1,2,0,20,2,1,1,1,164,100,30,123,100,10,0,182,110,2
7055,3,1,1,784,1,1,1,2,1,4,1,3,0,2,1,1,1,1,173,71,60,88,81,10,0,88,65,2
7054,3,1,1,784,1,1,1,2,1,4,1,3,0,2,1,1,1,1,132,64,30,95,76,30,0,110,65,2
7053,3,1,1,784,1,1,1,2,1,4,1,3,0,2,1,1,1,1,132,85,120,95,105,10,0,88,65,2
7052,3,1,1,784,1,1,1,2,1,4,1,3,0,2,1,1,1,1,146,64,120,88,84,10,0,110,52,2
7051,3,1,1,784,1,1,1,2,1,4,1,3,0,2,1,1,1,1,173,64,60,91,74,20,0,110,84,2
7050,3,1,1,784,1,1,1,2,1,4,1,3,0,2,1,1,1,1,132,71,30,91,92,20,0,88,52,2
7049,3,1,1,784,1,1,1,2,1,4,1,3,0,2,1,1,1,1,173,85,60,95,105,30,0,143,52,2
7048,3,1,1,784,1,1,1,2,1,4,1,3,0,2,1,1,1,1,132,85,30,88,88,10,0,143,84,2
7047,3,1,1,784,1,1,1,2,1,4,1,3,0,2,1,1,1,1,146,85,120,91,92,20,0,143,65,2
